gender,age,marital_status,highest_qualification,nationality,ethnicity,State,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Male,74,Widowed,Higher/Sub Degree,USA,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,45,Married,GCSE/O Level,Scottish,White,Newyork,"$20,800 to $28,600",Scotland,No,NA,NA,
Male,64,Married,No Qualification,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,No,NA,NA,
Male,53,Single,Higher/Sub Degree,Scottish,White,Ohio,"$15,600 to $20,800",Scotland,No,NA,NA,
Male,40,Married,GCSE/O Level,Scottish,White,Missouri,"$15,600 to $20,800",Scotland,No,NA,NA,
Male,30,Married,ONC/BTEC,Scottish,White,Newyork,"$15,600 to $20,800",Scotland,Yes,10,10,Hand-Rolled
Male,70,Married,No Qualification,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,No,NA,NA,
Female,28,Separated,ONC/BTEC,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,78,Widowed,No Qualification,Scottish,White,Missouri,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,41,Married,A Levels,Scottish,White,Newyork,"$20,800 to $28,600",Scotland,Yes,24,24,Packets
Female,69,Divorced,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,54,Married,GCSE/O Level,Scottish,White,Ohio,"$20,800 to $28,600",Scotland,No,NA,NA,
Male,59,Married,ONC/BTEC,Scottish,White,Missouri,"$15,600 to $20,800",Scotland,Yes,20,20,Hand-Rolled
Female,23,Single,GCSE/O Level,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,Yes,15,15,Packets
Male,40,Married,No Qualification,Scottish,White,Chicago,"$15,600 to $20,800",Scotland,Yes,30,15,Packets
Male,17,Single,GCSE/O Level,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,15,6,Packets
Male,54,Single,No Qualification,USA,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,49,Divorced,No Qualification,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,55,Married,Higher/Sub Degree,Scottish,White,Chicago,"$5,200 to $10,400",Scotland,Yes,45,45,Hand-Rolled
Male,51,Widowed,ONC/BTEC,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,20,20,Packets
Female,73,Married,No Qualification,Scottish,White,Missouri,"Under $2,600",Scotland,No,NA,NA,
Female,41,Married,No Qualification,Scottish,White,Newyork,"$2,600 to $5,200",Scotland,No,NA,NA,
Female,70,Married,GCSE/O Level,USA,White,Chicago,"$20,800 to $28,600",Scotland,No,NA,NA,
Female,44,Separated,No Qualification,Scottish,White,Ohio,"$10,400 to $15,600",Scotland,Yes,15,10,Packets
Male,51,Divorced,No Qualification,Scottish,White,Missouri,"Under $2,600",Scotland,No,NA,NA,
Male,68,Married,Degree,Irish,White,Newyork,"$28,600 to $36,400",Scotland,Yes,1,0,Packets
Female,75,Separated,No Qualification,Scottish,White,Chicago,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,60,Married,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,20,15,Packets
Male,56,Married,No Qualification,Scottish,White,Missouri,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,64,Widowed,No Qualification,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,27,Single,Degree,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,No,NA,NA,
Female,73,Widowed,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,20,12,Packets
Male,34,Single,GCSE/O Level,Scottish,White,Missouri,"$15,600 to $20,800",Scotland,Yes,10,2,Packets
Male,47,Married,GCSE/O Level,USA,White,Newyork,"$10,400 to $15,600",Scotland,Yes,15,10,Hand-Rolled
Male,32,Single,A Levels,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,No,NA,NA,
Male,63,Married,No Qualification,USA,White,Ohio,"$15,600 to $20,800",Scotland,No,NA,NA,
Female,23,Single,Degree,Scottish,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,63,Married,No Qualification,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,46,Divorced,A Levels,Scottish,White,Chicago,"$15,600 to $20,800",Scotland,No,NA,NA,
Male,48,Single,A Levels,Scottish,White,Ohio,"$10,400 to $15,600",Scotland,No,NA,NA,
Male,68,Married,No Qualification,Scottish,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,52,Separated,No Qualification,Scottish,White,Newyork,"$15,600 to $20,800",Scotland,Yes,20,20,Packets
Female,29,Separated,No Qualification,Scottish,White,Chicago,"$15,600 to $20,800",Scotland,Yes,10,6,Packets
Female,16,Single,No Qualification,Scottish,White,Ohio,Refused,Scotland,No,NA,NA,
Male,41,Divorced,A Levels,Scottish,White,Missouri,"$15,600 to $20,800",Scotland,No,NA,NA,
Female,48,Widowed,No Qualification,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,Yes,20,20,Packets
Male,24,Single,A Levels,Scottish,White,Chicago,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,72,Widowed,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,40,40,Hand-Rolled
Male,45,Married,GCSE/O Level,USA,White,Missouri,"$15,600 to $20,800",Scotland,No,NA,NA,
Female,28,Married,Degree,USA,White,Newyork,"$28,600 to $36,400",Scotland,No,NA,NA,
Male,20,Single,A Levels,Scottish,White,Chicago,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,69,Widowed,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,70,Married,No Qualification,Scottish,White,Missouri,"Under $2,600",Scotland,No,NA,NA,
Male,50,Married,GCSE/CSE,Scottish,White,Newyork,"$15,600 to $20,800",Scotland,Yes,25,20,Both/Mainly Packets
Male,63,Married,A Levels,Scottish,White,Chicago,"$5,200 to $10,400",Scotland,Yes,20,20,Packets
Male,44,Married,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",Scotland,No,NA,NA,
Female,83,Widowed,No Qualification,Scottish,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,17,Single,GCSE/CSE,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,Yes,20,15,Packets
Female,61,Married,Other/Sub Degree,Scottish,White,Chicago,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,47,Married,GCSE/O Level,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,15,20,Packets
Male,57,Married,Degree,Scottish,White,Missouri,"$28,600 to $36,400",Scotland,No,NA,NA,
Female,44,Married,GCSE/O Level,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,Yes,15,10,Packets
Male,52,Single,GCSE/CSE,Irish,White,Chicago,"$15,600 to $20,800",Scotland,Yes,25,20,Both/Mainly Packets
Male,82,Married,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,63,Married,A Levels,Scottish,White,Missouri,"$28,600 to $36,400",Scotland,No,NA,NA,
Female,72,Separated,No Qualification,Scottish,White,Newyork,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,39,Married,Higher/Sub Degree,Scottish,White,Chicago,"Above $36,400",Scotland,No,NA,NA,
Male,16,Single,No Qualification,Scottish,White,Ohio,Refused,Scotland,No,NA,NA,
Female,35,Divorced,Degree,Scottish,White,Missouri,"$15,600 to $20,800",Scotland,No,NA,NA,
Female,39,Married,Degree,Scottish,White,Newyork,"$10,400 to $15,600",Scotland,No,NA,NA,
Male,56,Separated,No Qualification,Scottish,White,Chicago,Refused,Scotland,Yes,10,10,Hand-Rolled
Female,31,Single,Other/Sub Degree,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,60,30,Packets
Male,61,Married,No Qualification,Scottish,White,Missouri,"Under $2,600",Scotland,No,NA,NA,
Male,23,Separated,GCSE/O Level,Scottish,White,Newyork,"Under $2,600",Scotland,Yes,5,0,Packets
Male,34,Single,No Qualification,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,Yes,35,18,Both/Mainly Hand-Rolled
Male,24,Single,Degree,Scottish,White,Ohio,"$15,600 to $20,800",Scotland,No,NA,NA,
Male,82,Single,Other/Sub Degree,Scottish,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,27,Married,A Levels,Scottish,White,Newyork,"$15,600 to $20,800",Scotland,No,NA,NA,
Female,62,Divorced,GCSE/CSE,Scottish,White,Chicago,"$2,600 to $5,200",Scotland,Yes,18,18,Packets
Male,39,Married,Higher/Sub Degree,USA,White,Ohio,"$20,800 to $28,600",Scotland,No,NA,NA,
Male,44,Separated,No Qualification,Scottish,White,Missouri,"$2,600 to $5,200",Scotland,No,NA,NA,
Female,43,Single,No Qualification,USA,White,Newyork,"$10,400 to $15,600",Scotland,Yes,25,20,Packets
Male,31,Single,GCSE/O Level,Scottish,White,Chicago,"$2,600 to $5,200",Scotland,Yes,20,15,Both/Mainly Packets
Male,77,Divorced,Other/Sub Degree,USA,Asian,Ohio,"$5,200 to $10,400",Scotland,Yes,20,10,Packets
Female,20,Single,GCSE/O Level,USA,Asian,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,81,Widowed,Other/Sub Degree,Scottish,Asian,Newyork,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,31,Single,GCSE/O Level,Scottish,Asian,Chicago,"$15,600 to $20,800",Scotland,Yes,20,10,Packets
Female,78,Married,Other/Sub Degree,Scottish,Asian,Ohio,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,35,Married,A Levels,Scottish,Asian,Missouri,"$10,400 to $15,600",Scotland,No,NA,NA,
Female,67,Widowed,No Qualification,Scottish,Asian,Newyork,"Under $2,600",Scotland,No,NA,NA,
Male,65,Divorced,Other/Sub Degree,Scottish,Asian,Chicago,"$10,400 to $15,600",Scotland,No,NA,NA,
Male,61,Married,Higher/Sub Degree,Scottish,Asian,Ohio,"$10,400 to $15,600",Scotland,No,NA,NA,
Male,24,Single,No Qualification,Scottish,Asian,Missouri,"Under $2,600",Scotland,Yes,15,15,Hand-Rolled
Male,53,Single,No Qualification,Scottish,Asian,Newyork,"$20,800 to $28,600",Scotland,No,NA,NA,
Female,63,Married,No Qualification,USA,Asian,Chicago,Refused,Scotland,No,NA,NA,
Male,35,Married,No Qualification,Scottish,Asian,Ohio,"$10,400 to $15,600",Scotland,Yes,3,12,Packets
Male,78,Widowed,No Qualification,Scottish,Asian,Missouri,Refused,Scotland,No,NA,NA,
Female,31,Single,Other/Sub Degree,Scottish,Asian,Newyork,"$5,200 to $10,400",Scotland,No,NA,NA,
Male,22,Single,No Qualification,Scottish,Asian,Chicago,"$2,600 to $5,200",Scotland,No,NA,NA,
Female,49,Divorced,Other/Sub Degree,USA,Asian,Ohio,"$2,600 to $5,200",Scotland,Yes,20,20,Hand-Rolled
Male,45,Married,Other/Sub Degree,Scottish,Asian,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,51,Married,No Qualification,USA,Asian,Newyork,"$2,600 to $5,200",Scotland,Yes,20,20,Packets
Male,31,Married,Degree,Scottish,Asian,Chicago,"$10,400 to $15,600",Scotland,No,NA,NA,
